poiId:8643068, uid:2434205, operation:WRITE
poiId:3509925, uid:2434205, operation:WRITE
poiId:3366486, uid:2434205, operation:WRITE
poiId:3228999, uid:2434205, operation:WRITE
poiId:2997000, uid:2434205, operation:WRITE
poiId:2900893, uid:2434205, operation:WRITE
poiId:2879340, uid:2434205, operation:WRITE
poiId:2762680, uid:2434205, operation:WRITE
poiId:2662893, uid:2434205, operation:WRITE
poiId:2612585, uid:2434205, operation:WRITE
poiId:2604455, uid:2434205, operation:WRITE
poiId:2574145, uid:2434205, operation:WRITE
poiId:2535679, uid:2434205, operation:WRITE
poiId:2482643, uid:2434205, operation:WRITE
poiId:2409690, uid:2434205, operation:WRITE
poiId:2366982, uid:2434205, operation:WRITE
poiId:2013114, uid:2434205, operation:WRITE
poiId:1971388, uid:2434205, operation:WRITE
poiId:1919325, uid:2434205, operation:WRITE
poiId:1919325, uid:2434205, operation:WRITE
poiId:1760531, uid:2434205, operation:WRITE
poiId:1425819, uid:2434205, operation:WRITE
poiId:1357162, uid:2434205, operation:WRITE
poiId:1275223, uid:2434205, operation:WRITE
poiId:1236497, uid:2434205, operation:WRITE
poiId:1230711, uid:2434205, operation:WRITE
poiId:1162286, uid:2434205, operation:WRITE
poiId:1143813, uid:2434205, operation:WRITE
poiId:1140896, uid:2434205, operation:WRITE
poiId:1117354, uid:2434205, operation:WRITE
poiId:1117354, uid:2434205, operation:WRITE
poiId:1113481, uid:2434205, operation:WRITE
poiId:1113481, uid:2434205, operation:WRITE
poiId:1105892, uid:2434205, operation:WRITE
poiId:1099903, uid:2434205, operation:WRITE
poiId:1096436, uid:2434205, operation:WRITE
poiId:1020766, uid:2434205, operation:WRITE
poiId:1020293, uid:2434205, operation:WRITE
poiId:1003674, uid:2434205, operation:WRITE
poiId:1000896, uid:2434205, operation:WRITE
poiId:964778, uid:2434205, operation:WRITE 
poiId:954333, uid:2434205, operation:WRITE
poiId:921474, uid:2434205, operation:WRITE
poiId:6556201, uid:2434205, operation:WRITE
poiId:6556201, uid:2434205, operation:WRITE
poiId:6556201, uid:2434205, operation:WRITE
poiId:6556201, uid:2434205, operation:WRITE
poiId:8602465, uid:2434205, operation:WRITE
poiId:8577796, uid:2434205, operation:WRITE
poiId:8535602, uid:2434205, operation:WRITE
poiId:8535601, uid:2434205, operation:WRITE
poiId:8494044, uid:2434205, operation:WRITE
poiId:8494044, uid:2434205, operation:WRITE
poiId:8468239, uid:2434205, operation:WRITE
poiId:8468188, uid:2434205, operation:WRITE
poiId:8464912, uid:2434205, operation:WRITE
poiId:8464912, uid:2434205, operation:WRITE
poiId:8438164, uid:2434205, operation:WRITE
poiId:8423156, uid:2434205, operation:WRITE
poiId:8404954, uid:2434205, operation:WRITE
poiId:8404712, uid:2434205, operation:WRITE
poiId:8393078, uid:2434205, operation:WRITE
poiId:8391694, uid:2434205, operation:WRITE
poiId:8364440, uid:2434205, operation:WRITE
poiId:8361848, uid:2434205, operation:WRITE
poiId:8358702, uid:2434205, operation:WRITE
poiId:8340829, uid:2434205, operation:WRITE
poiId:8303811, uid:2434205, operation:WRITE
poiId:8232785, uid:2434205, operation:WRITE
poiId:8205746, uid:2434205, operation:WRITE
poiId:8198629, uid:2434205, operation:WRITE
poiId:8198629, uid:2434205, operation:WRITE
poiId:8173862, uid:2434205, operation:WRITE
poiId:8143488, uid:2434205, operation:WRITE
poiId:8073731, uid:2434205, operation:WRITE
poiId:8006793, uid:2434205, operation:WRITE
poiId:7982272, uid:2434205, operation:WRITE
poiId:7981506, uid:2434205, operation:WRITE
poiId:7979202, uid:2434205, operation:WRITE
poiId:7935169, uid:2434205, operation:WRITE
poiId:7919045, uid:2434205, operation:WRITE
poiId:7914795, uid:2434205, operation:WRITE
poiId:7860984, uid:2434205, operation:WRITE
poiId:7859318, uid:2434205, operation:WRITE
poiId:7843076, uid:2434205, operation:WRITE
poiId:7813709, uid:2434205, operation:WRITE
poiId:7729407, uid:2434205, operation:WRITE
poiId:7728155, uid:2434205, operation:WRITE
poiId:7668082, uid:2434205, operation:WRITE
poiId:7667906, uid:2434205, operation:WRITE
poiId:7654143, uid:2434205, operation:WRITE
poiId:7597626, uid:2434205, operation:WRITE
poiId:7596412, uid:2434205, operation:WRITE
poiId:7576343, uid:2434205, operation:WRITE
poiId:7576309, uid:2434205, operation:WRITE
poiId:7530496, uid:2434205, operation:WRITE
poiId:7523999, uid:2434205, operation:WRITE
poiId:7502113, uid:2434205, operation:WRITE
poiId:7501541, uid:2434205, operation:WRITE
poiId:7493192, uid:2434205, operation:WRITE
poiId:7462651, uid:2434205, operation:WRITE
poiId:7459726, uid:2434205, operation:WRITE
poiId:7425311, uid:2434205, operation:WRITE
poiId:7399711, uid:2434205, operation:WRITE
poiId:7349878, uid:2434205, operation:WRITE
poiId:7335988, uid:2434205, operation:WRITE
poiId:7318634, uid:2434205, operation:WRITE
poiId:7290106, uid:2434205, operation:WRITE
poiId:7242620, uid:2434205, operation:WRITE
poiId:7110042, uid:2434205, operation:WRITE
poiId:7102925, uid:2434205, operation:WRITE
poiId:7102925, uid:2434205, operation:WRITE
poiId:7026098, uid:2434205, operation:WRITE
poiId:7025276, uid:2434205, operation:WRITE
poiId:7023169, uid:2434205, operation:WRITE
poiId:6998294, uid:2434205, operation:WRITE
poiId:6931145, uid:2434205, operation:WRITE
poiId:6786912, uid:2434205, operation:WRITE
poiId:6762754, uid:2434205, operation:WRITE
poiId:6730121, uid:2434205, operation:WRITE
poiId:6711754, uid:2434205, operation:WRITE
poiId:6711754, uid:2434205, operation:WRITE
poiId:6672699, uid:2434205, operation:WRITE
poiId:6560455, uid:2434205, operation:WRITE
poiId:6515502, uid:2434205, operation:WRITE
poiId:6420743, uid:2434205, operation:WRITE
poiId:6265884, uid:2434205, operation:WRITE
poiId:6265884, uid:2434205, operation:WRITE
poiId:6154040, uid:2434205, operation:WRITE
poiId:6077896, uid:2434205, operation:WRITE
poiId:6064948, uid:2434205, operation:WRITE
poiId:6020328, uid:2434205, operation:WRITE
poiId:6009523, uid:2434205, operation:WRITE
poiId:5946424, uid:2434205, operation:WRITE
poiId:5727833, uid:2434205, operation:WRITE
poiId:5449430, uid:2434205, operation:WRITE
poiId:4963000, uid:2434205, operation:WRITE
poiId:4837970, uid:2434205, operation:WRITE
poiId:4828151, uid:2434205, operation:WRITE
poiId:4752546, uid:2434205, operation:WRITE
poiId:4726723, uid:2434205, operation:WRITE
poiId:4691393, uid:2434205, operation:WRITE
poiId:4675623, uid:2434205, operation:WRITE
poiId:4544070, uid:2434205, operation:WRITE
poiId:4467160, uid:2434205, operation:WRITE
poiId:4395146, uid:2434205, operation:WRITE
poiId:4091126, uid:2434205, operation:WRITE
poiId:3986502, uid:2434205, operation:WRITE
poiId:3913553, uid:2434205, operation:WRITE
poiId:3846798, uid:2434205, operation:WRITE
poiId:3842310, uid:2434205, operation:WRITE
poiId:3661343, uid:2434205, operation:WRITE
poiId:3310037, uid:2434205, operation:WRITE
poiId:3237446, uid:2434205, operation:WRITE
poiId:3237446, uid:2434205, operation:WRITE
poiId:3170482, uid:2434205, operation:WRITE
poiId:3073200, uid:2434205, operation:WRITE
poiId:3054490, uid:2434205, operation:WRITE
poiId:2997000, uid:2434205, operation:WRITE
poiId:2978142, uid:2434205, operation:WRITE
poiId:2879340, uid:2434205, operation:WRITE
poiId:2772351, uid:2434205, operation:WRITE
poiId:2764962, uid:2434205, operation:WRITE
poiId:2668424, uid:2434205, operation:WRITE
poiId:2668424, uid:2434205, operation:WRITE
poiId:2659183, uid:2434205, operation:WRITE
poiId:2659183, uid:2434205, operation:WRITE
poiId:2659073, uid:2434205, operation:WRITE
poiId:2565025, uid:2434205, operation:WRITE
poiId:2553564, uid:2434205, operation:WRITE
poiId:2535679, uid:2434205, operation:WRITE
poiId:2492080, uid:2434205, operation:WRITE
poiId:2298206, uid:2434205, operation:WRITE
poiId:2294659, uid:2434205, operation:WRITE
poiId:2291412, uid:2434205, operation:WRITE
poiId:2244109, uid:2434205, operation:WRITE
poiId:2165412, uid:2434205, operation:WRITE
poiId:2073853, uid:2434205, operation:WRITE
poiId:2024899, uid:2434205, operation:WRITE
poiId:2013114, uid:2434205, operation:WRITE
poiId:1995076, uid:2434205, operation:WRITE
poiId:1859087, uid:2434205, operation:WRITE
poiId:1841810, uid:2434205, operation:WRITE
poiId:1760531, uid:2434205, operation:WRITE
poiId:1699689, uid:2434205, operation:WRITE
poiId:1677466, uid:2434205, operation:WRITE
poiId:1446694, uid:2434205, operation:WRITE
poiId:1426768, uid:2434205, operation:WRITE
poiId:1388907, uid:2434205, operation:WRITE
poiId:1363661, uid:2434205, operation:WRITE
poiId:1292450, uid:2434205, operation:WRITE
poiId:1267768, uid:2434205, operation:WRITE
poiId:1265846, uid:2434205, operation:WRITE
poiId:1165039, uid:2434205, operation:WRITE
poiId:1125085, uid:2434205, operation:WRITE
poiId:1051346, uid:2434205, operation:WRITE
poiId:1051192, uid:2434205, operation:WRITE
poiId:1000896, uid:2434205, operation:WRITE
poiId:921474, uid:2434205, operation:WRITE 
poiId:921472, uid:2434205, operation:WRITE
